"Date","MinDO","Location"
2014-04-20,9.62667,"Upstream1"
2014-04-21,9.44667,"Upstream1"
2014-04-22,9.31333,"Upstream1"
2014-04-23,9.20667,"Upstream1"
2014-04-24,8.50667,"Upstream1"
2014-04-25,8.29,"Upstream1"
2014-06-03,8.52667,"Upstream1"
2014-06-04,9.54333,"Upstream1"
2014-06-05,9.09,"Upstream1"
2014-06-06,8.47667,"Upstream1"
2014-06-07,8.59333,"Upstream1"
2014-06-08,8.57333,"Upstream1"
2014-06-09,8.57333,"Upstream1"
2014-06-10,5.40333,"Upstream1"
2014-06-11,6.17333,"Upstream1"
2014-06-12,5.74667,"Upstream1"
2014-06-13,5.49,"Upstream1"
2014-06-14,5.24667,"Upstream1"
2014-06-15,4.47,"Upstream1"
2014-06-16,4.64,"Upstream1"
2014-06-17,5.66333,"Upstream1"
2014-06-18,5.64333,"Upstream1"
2014-06-19,5.99,"Upstream1"
2014-06-20,5.86,"Upstream1"
2014-06-21,5.74333,"Upstream1"
2014-06-22,5.43333,"Upstream1"
2014-06-23,5.20667,"Upstream1"
2014-06-24,5.61,"Upstream1"
2014-06-25,5.18,"Upstream1"
2014-06-26,4.81667,"Upstream1"
2014-06-27,5.78333,"Upstream1"
2014-06-28,5.96667,"Upstream1"
2014-06-29,5.96667,"Upstream1"
2014-06-30,5.51333,"Upstream1"
2014-07-01,5.74667,"Upstream1"
2014-07-02,5.7,"Upstream1"
2014-07-03,5.9,"Upstream1"
2014-07-04,5.97,"Upstream1"
2014-07-05,5.92667,"Upstream1"
2014-07-06,5.98,"Upstream1"
2014-07-07,5.80667,"Upstream1"
2014-07-08,5.60333,"Upstream1"
2014-07-09,5.48667,"Upstream1"
2014-07-10,5.71333,"Upstream1"
2014-07-11,5.92667,"Upstream1"
2014-07-12,5.90667,"Upstream1"
2014-07-13,5.67,"Upstream1"
2014-07-14,5.27,"Upstream1"
2014-07-15,5.22333,"Upstream1"
2014-07-16,6.06,"Upstream1"
2014-07-17,5.86,"Upstream1"
2014-07-18,5.56333,"Upstream1"
2014-07-19,6.11667,"Upstream1"
2014-07-20,5.9,"Upstream1"
2014-07-21,5.72667,"Upstream1"
2014-07-22,5.87333,"Upstream1"
2014-07-23,5.51333,"Upstream1"
2014-07-24,5.42333,"Upstream1"
2014-07-25,5.59667,"Upstream1"
2014-07-26,5.40333,"Upstream1"
2014-07-27,5.67333,"Upstream1"
2014-07-28,6.06667,"Upstream1"
2014-07-29,6.03,"Upstream1"
2014-07-30,6.1,"Upstream1"
2014-07-31,6.10333,"Upstream1"
2014-08-01,6.02,"Upstream1"
2014-08-02,6.28,"Upstream1"
2014-08-03,6.43333,"Upstream1"
2014-08-04,6.32667,"Upstream1"
2014-08-05,6.10667,"Upstream1"
2014-08-06,6.08667,"Upstream1"
2014-08-07,6.25667,"Upstream1"
2014-08-08,6.20667,"Upstream1"
2014-08-09,6.26333,"Upstream1"
2014-08-10,6.71,"Upstream1"
2014-08-11,6.27,"Upstream1"
2014-08-12,6.04667,"Upstream1"
2014-08-13,6.02667,"Upstream1"
2014-08-14,6.76667,"Upstream1"
2014-08-15,6.63667,"Upstream1"
2014-08-16,6.42667,"Upstream1"
2014-08-17,6.12667,"Upstream1"
2014-08-18,5.72333,"Upstream1"
2014-08-26,6.5,"Upstream1"
2014-08-27,6.34,"Upstream1"
2014-08-28,5.11,"Upstream1"
2014-08-29,6.06333,"Upstream1"
2014-08-30,6.09667,"Upstream1"
2014-08-31,5.85,"Upstream1"
2014-09-01,5.56667,"Upstream1"
2014-09-02,5.75667,"Upstream1"
2014-09-03,5.59,"Upstream1"
2014-09-04,5.26333,"Upstream1"
2014-09-05,6.21667,"Upstream1"
2014-09-06,5.86,"Upstream1"
2014-09-07,5.65667,"Upstream1"
2014-09-08,5.70333,"Upstream1"
2014-09-09,6.48667,"Upstream1"
2014-09-10,6.18333,"Upstream1"
2014-09-11,6.07667,"Upstream1"
2014-09-12,5.99333,"Upstream1"
2014-09-13,6.36,"Upstream1"
2014-09-14,6.33333,"Upstream1"
2014-09-15,6.66,"Upstream1"
2014-09-16,6.60667,"Upstream1"
2014-09-17,6.42,"Upstream1"
2014-09-18,4.19667,"Upstream1"
2014-09-19,6.62667,"Upstream1"
2014-09-20,6.74333,"Upstream1"
2014-09-21,6.6,"Upstream1"
2014-09-22,6.48333,"Upstream1"
2014-09-23,6.64667,"Upstream1"
2014-09-24,7.12667,"Upstream1"
2014-09-25,7.53667,"Upstream1"
2014-09-26,7.36,"Upstream1"
2014-09-27,7.31333,"Upstream1"
2014-09-28,7.23667,"Upstream1"
2014-09-29,7.13333,"Upstream1"
2014-09-30,7.19667,"Upstream1"
2014-10-01,7.20667,"Upstream1"
2014-10-02,7.15667,"Upstream1"
2014-10-03,7.02333,"Upstream1"
2014-10-04,6.68,"Upstream1"
2014-10-05,7.14,"Upstream1"
2014-10-06,7.33333,"Upstream1"
2014-10-07,7.11333,"Upstream1"
2014-10-08,7.15333,"Upstream1"
2014-10-09,7.19,"Upstream1"
2014-10-10,7.32667,"Upstream1"
2014-10-11,7.08667,"Upstream1"
2014-10-12,7.13,"Upstream1"
2014-10-13,7.26,"Upstream1"
2014-10-14,7.20667,"Upstream1"
2014-10-15,7.00667,"Upstream1"
2014-10-16,7.39667,"Upstream1"
2014-10-17,7.35,"Upstream1"
2014-10-18,7.29333,"Upstream1"
2014-10-19,7.2,"Upstream1"
2014-10-20,7.29,"Upstream1"
2014-10-21,7.16333,"Upstream1"
2014-10-22,7.56,"Upstream1"
2014-10-23,7.68667,"Upstream1"
2014-10-24,7.66,"Upstream1"
2014-10-25,7.75667,"Upstream1"
2014-10-26,7.79,"Upstream1"
2014-10-27,7.76,"Upstream1"
2014-10-28,7.87667,"Upstream1"
2014-10-29,7.77667,"Upstream1"
2014-10-30,7.64667,"Upstream1"
2014-10-31,7.83667,"Upstream1"
2014-11-01,7.82667,"Upstream1"
2014-11-02,8.06333,"Upstream1"
2014-11-03,8.37667,"Upstream1"
2014-11-04,8.4,"Upstream1"
2014-11-05,8.38667,"Upstream1"
2014-11-06,8.12333,"Upstream1"
2014-11-07,8.09667,"Upstream1"
2014-11-08,8.31333,"Upstream1"
2014-11-09,8.27667,"Upstream1"
2014-11-10,8.47667,"Upstream1"
2014-11-11,8.44333,"Upstream1"
2014-11-12,7.91333,"Upstream1"
2014-11-13,8.18,"Upstream1"
2014-11-14,8.56333,"Upstream1"
2014-11-15,9.16,"Upstream1"
2014-11-16,9.31,"Upstream1"
2014-11-17,8.98,"Upstream1"
2014-11-18,8.39333,"Upstream1"
2014-11-19,9.63667,"Upstream1"
2014-11-20,9.48333,"Upstream1"
2014-11-21,9.40333,"Upstream1"
2014-11-22,10.14,"Upstream1"
2014-11-23,10,"Upstream1"
2014-11-24,9.10333,"Upstream1"
2014-11-25,8.95333,"Upstream1"
2014-11-26,9.47,"Upstream1"
2014-11-27,9.78,"Upstream1"
2014-11-28,10,"Upstream1"
2014-11-29,10.2167,"Upstream1"
2014-11-30,10.1067,"Upstream1"
2014-12-01,9.75333,"Upstream1"
2014-12-02,10.5767,"Upstream1"
2014-12-03,10.73,"Upstream1"
2014-12-04,10.7067,"Upstream1"
2014-12-05,11.09,"Upstream1"
2014-12-06,10.7067,"Upstream1"
2014-12-07,10.58,"Upstream1"
2014-12-08,10.8667,"Upstream1"
2014-12-09,10.64,"Upstream1"
2014-12-10,10.7267,"Upstream1"
2014-12-11,10.7033,"Upstream1"
2014-12-12,10.9167,"Upstream1"
2014-12-13,10.93,"Upstream1"
2014-12-14,10.95,"Upstream1"
2014-12-15,10.8467,"Upstream1"
2014-12-16,11.1633,"Upstream1"
2014-12-17,11.0967,"Upstream1"
2014-12-18,11.1567,"Upstream1"
2014-12-19,11.19,"Upstream1"
2014-12-20,11.2267,"Upstream1"
2014-12-21,11.33,"Upstream1"
2014-12-22,11.34,"Upstream1"
2014-12-23,11.2967,"Upstream1"
2014-12-24,10.61,"Upstream1"
2014-12-25,10.6067,"Upstream1"
2014-12-26,11.0933,"Upstream1"
2014-12-27,11.2867,"Upstream1"
2014-12-28,11.1833,"Upstream1"
2014-12-29,11.0133,"Upstream1"
2014-12-30,11.3833,"Upstream1"
2014-12-31,12.22,"Upstream1"
2015-01-01,12.3967,"Upstream1"
2015-01-02,12.39,"Upstream1"
2015-02-09,8.70667,"Upstream1"
2015-02-10,11.89,"Upstream1"
2015-02-11,12.18,"Upstream1"
2015-02-12,13.0133,"Upstream1"
2015-02-13,13.0167,"Upstream1"
2015-02-14,12.8933,"Upstream1"
2015-02-15,12.6733,"Upstream1"
2015-02-16,13.1667,"Upstream1"
2015-02-17,13.15,"Upstream1"
2015-02-18,13.1367,"Upstream1"
2015-02-19,12.8867,"Upstream1"
2015-02-20,13.32,"Upstream1"
2015-02-21,13.4467,"Upstream1"
2015-02-22,13.3033,"Upstream1"
2015-02-23,13.16,"Upstream1"
2015-02-24,13.2933,"Upstream1"
2015-02-25,13.36,"Upstream1"
2015-02-26,13.4,"Upstream1"
2015-02-27,13.6467,"Upstream1"
2015-02-28,14,"Upstream1"
2015-03-01,14.12,"Upstream1"
2015-03-02,13.9867,"Upstream1"
2015-03-03,14.1267,"Upstream1"
2015-03-04,14.1767,"Upstream1"
2015-03-05,13.84,"Upstream1"
2015-03-06,13.8667,"Upstream1"
2015-03-07,14.2367,"Upstream1"
2015-03-08,14.0533,"Upstream1"
2015-03-09,14.0067,"Upstream1"
2015-03-10,13.82,"Upstream1"
2015-03-11,12.9533,"Upstream1"
2015-03-12,12.8533,"Upstream1"
2015-03-13,12.7733,"Upstream1"
2015-03-14,12.3067,"Upstream1"
2015-03-15,12.2033,"Upstream1"
2015-03-16,12.02,"Upstream1"
2015-03-17,11.9,"Upstream1"
2015-03-18,11.5767,"Upstream1"
2015-03-19,11.47,"Upstream1"
2015-03-20,11.4633,"Upstream1"
2015-03-21,11.48,"Upstream1"
2015-03-22,11.3833,"Upstream1"
2015-03-23,11.3733,"Upstream1"
2015-03-24,11.9833,"Upstream1"
2015-03-25,11.93,"Upstream1"
2015-03-26,11.3233,"Upstream1"
2015-03-27,11.4133,"Upstream1"
2015-03-28,11.3567,"Upstream1"
2015-03-29,11.3467,"Upstream1"
2015-03-30,11.2767,"Upstream1"
2015-03-31,11.01,"Upstream1"
2015-04-01,10.8167,"Upstream1"
2015-04-02,10.89,"Upstream1"
2015-04-03,9.98667,"Upstream1"
2015-04-04,10.0433,"Upstream1"
2015-04-05,10.1,"Upstream1"
2015-04-06,10.2833,"Upstream1"
2015-04-07,10.0367,"Upstream1"
2015-04-08,9.82,"Upstream1"
2015-04-09,9.46333,"Upstream1"
2015-04-10,8.59333,"Upstream1"
2015-04-11,9.71,"Upstream1"
2015-04-12,9.86333,"Upstream1"
2015-04-13,10.1367,"Upstream1"
2015-04-14,10.01,"Upstream1"
2015-04-15,9.45667,"Upstream1"
2015-04-16,9.82333,"Upstream1"
2015-04-17,9.71667,"Upstream1"
2015-04-18,9.52667,"Upstream1"
2015-04-19,9.4,"Upstream1"
2015-04-20,7.95,"Upstream1"
2015-04-21,8.30333,"Upstream1"
2015-04-22,9.68333,"Upstream1"
2015-04-23,9.81667,"Upstream1"
2015-04-24,9.57667,"Upstream1"
2015-04-25,9.42,"Upstream1"
2015-04-26,9.37,"Upstream1"
2015-04-27,9.20667,"Upstream1"
2015-04-28,8.97667,"Upstream1"
2015-04-29,8.95667,"Upstream1"
2015-04-30,8.70333,"Upstream1"
2015-05-01,8.60667,"Upstream1"
2015-05-02,8.67667,"Upstream1"
2015-05-03,8.54,"Upstream1"
2015-05-04,8.38333,"Upstream1"
2015-05-05,8.60667,"Upstream1"
2015-05-06,8.42333,"Upstream1"
2015-05-07,8.12333,"Upstream1"
2015-05-08,7.63333,"Upstream1"
2015-05-09,7.42333,"Upstream1"
2015-05-10,7.29667,"Upstream1"
2015-05-11,7.10333,"Upstream1"
2015-05-12,7.03667,"Upstream1"
2015-05-13,7.23,"Upstream1"
2015-05-14,7.70333,"Upstream1"
2015-05-15,7.18333,"Upstream1"
2015-05-16,7.33,"Upstream1"
2015-05-17,7.17,"Upstream1"
2015-05-18,7.05667,"Upstream1"
2015-05-19,6.80333,"Upstream1"
2015-05-20,6.37667,"Upstream1"
2015-05-21,6.35,"Upstream1"
2015-05-22,6.93667,"Upstream1"
2015-05-23,6.91667,"Upstream1"
2015-05-24,6.97,"Upstream1"
2015-05-25,6.92333,"Upstream1"
2015-05-26,6.88333,"Upstream1"
2015-05-27,6.75667,"Upstream1"
2015-05-28,6.72333,"Upstream1"
2015-05-29,6.81333,"Upstream1"
2015-05-30,6.84,"Upstream1"
2015-05-31,6.74,"Upstream1"
2015-06-01,6.61,"Upstream1"
2015-06-02,6.60667,"Upstream1"
2015-06-03,6.64667,"Upstream1"
2015-06-04,6.93,"Upstream1"
2015-06-05,7.00333,"Upstream1"
2015-06-06,6.97333,"Upstream1"
2015-06-07,6.70333,"Upstream1"
2015-06-08,6.69333,"Upstream1"
2015-06-09,6.54667,"Upstream1"
2015-06-10,6.54667,"Upstream1"
2015-06-11,6.46,"Upstream1"
2015-06-12,6.39333,"Upstream1"
2015-06-13,6.26,"Upstream1"
2015-06-14,5.94,"Upstream1"
2015-06-15,5.79333,"Upstream1"
2015-06-16,5.55,"Upstream1"
2015-06-17,5.73333,"Upstream1"
2015-06-18,5.77667,"Upstream1"
2015-06-19,6.08667,"Upstream1"
2015-06-20,5.65667,"Upstream1"
2015-06-21,5.49333,"Upstream1"
2015-06-22,5.44,"Upstream1"
2015-06-23,5.59667,"Upstream1"
2015-06-24,5.76,"Upstream1"
2015-06-25,5.78,"Upstream1"
2015-06-26,5.71333,"Upstream1"
2015-06-27,5.88,"Upstream1"
2015-06-28,5.82333,"Upstream1"
2015-06-29,5.76,"Upstream1"
2015-06-30,5.63667,"Upstream1"
2015-07-01,5.41667,"Upstream1"
2017-09-19,7.42,"Upstream1"
2017-09-20,6.51,"Upstream1"
2017-09-22,6.52,"Upstream1"
2017-09-23,6.42667,"Upstream1"
2017-09-24,6.41,"Upstream1"
2017-09-25,6.35667,"Upstream1"
2017-09-26,6.24333,"Upstream1"
2017-09-27,6.37333,"Upstream1"
2017-09-28,5.92,"Upstream1"
2017-09-29,5.87,"Upstream1"
2017-09-30,6.45333,"Upstream1"
2017-10-01,6.91667,"Upstream1"
2017-10-02,7.04333,"Upstream1"
2017-10-03,7.08333,"Upstream1"
2017-10-04,7.1,"Upstream1"
2017-10-05,6.97333,"Upstream1"
2017-10-06,6.99333,"Upstream1"
2017-10-07,6.92667,"Upstream1"
2017-10-08,6.65667,"Upstream1"
2017-10-09,6.61,"Upstream1"
2017-10-10,6.25,"Upstream1"
2017-10-11,6.41333,"Upstream1"
2017-10-12,6.38,"Upstream1"
2017-10-13,6.59667,"Upstream1"
2017-10-14,6.64667,"Upstream1"
2017-10-15,6.77667,"Upstream1"
2017-10-16,6.57,"Upstream1"
2017-10-17,6.76,"Upstream1"
2017-10-18,7.32667,"Upstream1"
2017-10-19,7.27667,"Upstream1"
2017-10-20,7.17,"Upstream1"
2017-10-21,7.08333,"Upstream1"
2017-10-22,7.04667,"Upstream1"
2017-10-23,7.24,"Upstream1"
2017-10-24,7.37667,"Upstream1"
2017-10-25,7.24333,"Upstream1"
2017-10-26,7.34333,"Upstream1"
2017-10-27,7.47667,"Upstream1"
2017-10-28,7.4,"Upstream1"
2017-10-29,7.52,"Upstream1"
2017-10-30,7.75,"Upstream1"
2017-10-31,7.87667,"Upstream1"
2017-11-01,7.64,"Upstream1"
2017-11-02,7.35,"Upstream1"
2017-11-03,7.74667,"Upstream1"
2017-11-04,7.55,"Upstream1"
2017-11-05,7.68333,"Upstream1"
2017-11-06,7.51333,"Upstream1"
2017-11-07,7.28,"Upstream1"
2017-11-08,7.29667,"Upstream1"
2017-11-09,6.78333,"Upstream1"
2017-11-10,7.18333,"Upstream1"
2017-11-11,7.00667,"Upstream1"
2017-11-12,8.51333,"Upstream1"
2017-11-13,8.20333,"Upstream1"
2017-11-14,8.52667,"Upstream1"
2017-11-15,7.94667,"Upstream1"
2017-11-16,8.03,"Upstream1"
2017-11-17,7.97333,"Upstream1"
2017-11-18,9.06333,"Upstream1"
2017-11-19,8.29,"Upstream1"
2017-11-20,8.97333,"Upstream1"
2017-11-21,9.17,"Upstream1"
2017-11-22,8.28,"Upstream1"
2017-11-23,8.29333,"Upstream1"
2017-11-24,8.80667,"Upstream1"
2017-11-25,8.59333,"Upstream1"
2017-11-26,7.60667,"Upstream1"
2017-11-27,7.78667,"Upstream1"
2017-11-28,8.14333,"Upstream1"
2017-11-29,8.08333,"Upstream1"
2017-11-30,7.47333,"Upstream1"
2017-12-01,6.66,"Upstream1"
2017-12-02,7.23,"Upstream1"
2017-12-03,6.49,"Upstream1"
2017-12-04,6.70333,"Upstream1"
2017-12-05,7.05,"Upstream1"
2017-12-06,8.67,"Upstream1"
2017-12-07,9.18667,"Upstream1"
2017-12-08,9.22,"Upstream1"
2017-12-09,10.3767,"Upstream1"
2017-12-10,10.4267,"Upstream1"
2017-12-11,10.2767,"Upstream1"
2017-12-12,9.89667,"Upstream1"
2017-12-13,10.1833,"Upstream1"
2017-12-14,10.4067,"Upstream1"
2017-12-15,10.37,"Upstream1"
2017-12-16,10.5633,"Upstream1"
2017-12-17,10.66,"Upstream1"
2017-12-18,10.25,"Upstream1"
2017-12-19,10.3433,"Upstream1"
2017-12-20,9.69667,"Upstream1"
2017-12-21,9.6,"Upstream1"
2017-12-22,9.86,"Upstream1"
2017-12-23,9.91,"Upstream1"
2017-12-24,9.35,"Upstream1"
2017-12-25,10,"Upstream1"
2017-12-26,10.73,"Upstream1"
2017-12-27,10.8,"Upstream1"
2017-12-28,10.9133,"Upstream1"
2017-12-29,11.4167,"Upstream1"
2017-12-30,10.9933,"Upstream1"
2017-12-31,10.8433,"Upstream1"
2018-01-01,11.49,"Upstream1"
2018-01-02,11.8867,"Upstream1"
2018-01-03,11.8767,"Upstream1"
2018-01-04,11.5867,"Upstream1"
2018-01-05,12.0833,"Upstream1"
2018-01-06,12.4,"Upstream1"
2018-01-07,12.5567,"Upstream1"
2018-01-08,12.3367,"Upstream1"
2018-01-09,12.07,"Upstream1"
2018-01-10,11.8633,"Upstream1"
2018-01-11,12.13,"Upstream1"
2018-01-12,10.73,"Upstream1"
2018-01-13,9.87333,"Upstream1"
2018-01-14,11.4,"Upstream1"
2018-01-15,12.3467,"Upstream1"
2018-01-16,12.2233,"Upstream1"
2018-01-17,11.8967,"Upstream1"
2018-01-18,12.39,"Upstream1"
2018-01-19,12.4233,"Upstream1"
2018-01-20,12.0967,"Upstream1"
2018-01-21,11.8567,"Upstream1"
2018-01-22,11.74,"Upstream1"
2018-01-23,10.54,"Upstream1"
2018-01-24,10.54,"Upstream1"
2018-01-25,10.9833,"Upstream1"
2018-01-26,11.1767,"Upstream1"
2018-01-27,11.02,"Upstream1"
2018-01-28,9.91667,"Upstream1"
2018-01-29,10.2833,"Upstream1"
2018-01-30,10.8367,"Upstream1"
2018-01-31,11.4867,"Upstream1"
2018-02-01,11.3567,"Upstream1"
2018-02-02,10.5267,"Upstream1"
2018-02-03,11.7167,"Upstream1"
2018-02-04,11.66,"Upstream1"
2018-02-05,11.12,"Upstream1"
2018-02-06,11.44,"Upstream1"
2018-02-07,11.0167,"Upstream1"
2018-02-08,10.5533,"Upstream1"
2018-02-09,11.2833,"Upstream1"
2018-02-10,11.0167,"Upstream1"
2018-02-11,10.37,"Upstream1"
2018-02-12,9.95333,"Upstream1"
2018-02-13,10.4333,"Upstream1"
2018-02-14,10.6233,"Upstream1"
2018-02-15,9.69333,"Upstream1"
2018-02-16,9.60667,"Upstream1"
2018-02-17,8.99333,"Upstream1"
2018-02-18,9.23667,"Upstream1"
2018-02-19,8.72333,"Upstream1"
2018-02-20,8.41,"Upstream1"
2018-02-21,7.90667,"Upstream1"
2018-02-22,8.51,"Upstream1"
2018-02-23,8.75333,"Upstream1"
2018-02-24,8.55,"Upstream1"
2018-02-25,7.89,"Upstream1"
2018-02-26,7.25333,"Upstream1"
2018-02-27,5.73667,"Upstream1"
2018-02-28,7.16,"Upstream1"
2018-03-01,6.95333,"Upstream1"
2018-03-02,7.88667,"Upstream1"
2018-03-03,7.16667,"Upstream1"
2018-03-04,8.08,"Upstream1"
2018-03-05,6.42,"Upstream1"
2018-03-06,8.23333,"Upstream1"
2018-03-07,7.5,"Upstream1"
2018-03-08,7.18,"Upstream1"
2018-03-09,7.83333,"Upstream1"
2018-03-10,8.50333,"Upstream1"
2018-03-11,7.35667,"Upstream1"
2018-03-12,5.78333,"Upstream1"
2018-03-13,10.88,"Upstream1"
2018-03-14,10.06,"Upstream1"
2018-03-15,10.32,"Upstream1"
2018-03-16,9.99,"Upstream1"
2018-03-17,10.0333,"Upstream1"
2018-03-18,9.67333,"Upstream1"
2018-03-19,9.74667,"Upstream1"
2018-03-20,9.39667,"Upstream1"
2018-03-21,10.16,"Upstream1"
2018-03-22,10.6733,"Upstream1"
2018-03-23,10.8167,"Upstream1"
2018-03-24,11.0833,"Upstream1"
2018-03-25,11.1533,"Upstream1"
2018-03-26,11.1433,"Upstream1"
2018-03-27,11.6633,"Upstream1"
2018-03-28,11.67,"Upstream1"
2018-03-29,11.24,"Upstream1"
2018-03-30,10.9333,"Upstream1"
2018-03-31,10.7733,"Upstream1"
2018-04-01,10.6833,"Upstream1"
2018-04-02,10.48,"Upstream1"
2018-04-03,10.2367,"Upstream1"
2018-04-04,10.07,"Upstream1"
2018-04-05,9.80667,"Upstream1"
2018-04-06,9.87667,"Upstream1"
2018-04-07,9.60667,"Upstream1"
2018-04-08,9.55333,"Upstream1"
2018-04-09,9.52333,"Upstream1"
2018-04-10,9.88,"Upstream1"
2018-04-11,9.75667,"Upstream1"
2018-04-12,9.70667,"Upstream1"
2018-04-13,8.38,"Upstream1"
2018-04-14,8.62333,"Upstream1"
2018-04-15,8.88,"Upstream1"
2018-04-16,8.85,"Upstream1"
2018-05-08,8.85667,"Upstream1"
2018-05-09,8.49,"Upstream1"
2018-05-10,8.1,"Upstream1"
2018-05-11,8.14,"Upstream1"
2018-05-12,8.07667,"Upstream1"
2018-05-13,8.03667,"Upstream1"
2018-05-14,7.97,"Upstream1"
2018-05-15,7.91333,"Upstream1"
2018-05-16,7.95,"Upstream1"
2018-05-17,7.63333,"Upstream1"
2018-05-18,7.78667,"Upstream1"
2018-05-19,7.92667,"Upstream1"
2018-05-20,7.97333,"Upstream1"
2018-05-21,8.69667,"Upstream1"
2018-05-22,8.52,"Upstream1"
2018-05-23,8.45667,"Upstream1"
2018-05-24,8.25667,"Upstream1"
2018-05-25,7.88,"Upstream1"
2018-05-26,7.36333,"Upstream1"
2018-05-27,7.11667,"Upstream1"
