"Date","AvgDO"
2015-06-05,7.46493104166667
2015-06-06,7.4488890625
2015-06-07,7.41291635416667
2015-06-08,7.2780903125
2015-06-09,7.0573090625
2015-06-10,7.04548604166667
2015-06-11,6.8193403125
2015-06-12,6.70635416666667
2015-06-13,6.59999989583333
2015-06-14,6.2725003125
2015-06-15,6.13677041666667
2015-06-16,6.27333322916667
2015-06-17,6.27816
2015-06-18,6.18045145833333
2015-06-19,6.23951416666667
2015-06-20,5.56409729166667
2015-06-21,NA
2015-06-22,3.71316020833333
2015-06-23,4.935330625
2015-06-24,6.29736145833333
2015-06-25,6.26968697916667
2015-06-26,6.09611114583333
2015-06-27,5.53434
2015-06-28,5.6665971875
2015-06-29,6.26600697916667
2015-06-30,6.2826734375
2015-07-01,6.01938209677419
2017-09-19,7.34500035714286
2017-09-20,6.97295145833333
2017-09-21,6.8431253125
2017-09-22,6.85815958333333
2017-09-23,6.81572895833333
2017-09-24,6.76475739583333
2017-09-25,6.77663229166667
2017-09-26,6.65757010416667
2017-09-27,6.59395822916667
2017-09-28,6.39666666666667
2017-09-29,NA
2017-09-30,7.02156239583333
2017-10-01,7.24187479166667
2017-10-02,7.3021871875
2017-10-03,7.259131875
2017-10-04,7.50586822916667
2017-10-05,7.32229135416667
2017-10-06,7.23836854166667
2017-10-07,7.1568403125
2017-10-08,6.825035
2017-10-09,6.582708125
2017-10-10,6.30951395833333
2017-10-11,6.0867709375
2017-10-12,5.77829864583333
2017-10-13,6.17166708333333
2017-10-14,NA
2017-10-15,NA
2017-10-16,NA
2017-10-17,NA
2017-10-18,8.00958333333333
2017-10-19,7.959444375
2017-10-20,7.82996552083333
2017-10-21,7.76548552083333
2017-10-22,7.600729375
2017-10-23,7.41565947916667
2017-10-24,7.2283684375
2017-10-25,7.32562458333333
2017-10-26,7.74572916666667
2017-10-27,NA
2017-10-28,NA
2017-10-29,NA
2017-10-30,NA
2017-10-31,NA
2017-11-01,NA
2017-11-02,NA
2017-11-03,8.49236125
2017-11-04,8.1415278125
2017-11-05,8.36034677083333
2017-11-06,8.32482635416667
2017-11-07,7.53152791666667
2017-11-08,7.87531291666667
2017-11-09,8.24750010416667
2017-11-10,8.19649291666667
2017-11-11,8.62958322916667
2017-11-12,8.92274260416667
2017-11-13,8.90409739583333
2017-11-14,9.0551390625
2017-11-15,9.0559025
2017-11-16,9.25065958333333
2017-11-17,9.4279175
2017-11-18,10.0788880208333
2017-11-19,9.4392015625
2017-11-20,9.69930489583333
