"Date","Upstream2_MinDO","Location.x","Impoundment1_MinDO","Location.y","Diff","TimeStamp"
2017-12-09,10.5,"Upstream2",10.4333,"Impoundment1",-0.0667000000000009,"After"
2017-12-10,10.71,"Upstream2",10.97,"Impoundment1",0.26,"After"
2017-12-11,11.03,"Upstream2",11.29,"Impoundment1",0.26,"After"
2017-12-12,10.77,"Upstream2",11.2,"Impoundment1",0.43,"After"
2017-12-13,10.7367,"Upstream2",10.4267,"Impoundment1",-0.31,"After"
2017-12-14,11.2467,"Upstream2",11.4267,"Impoundment1",0.18,"After"
2017-12-15,10.8667,"Upstream2",11.32,"Impoundment1",0.4533,"After"
2017-12-16,11.0367,"Upstream2",11.2133,"Impoundment1",0.176600000000001,"After"
2017-12-17,11.2067,"Upstream2",11.1733,"Impoundment1",-0.0334000000000003,"After"
2017-12-18,10.61,"Upstream2",10.4967,"Impoundment1",-0.113299999999999,"After"
2017-12-19,10.1333,"Upstream2",10.0633,"Impoundment1",-0.0700000000000003,"After"
2017-12-20,9.52667,"Upstream2",8.78667,"Impoundment1",-0.739999999999998,"After"
2017-12-21,9.32,"Upstream2",9.25667,"Impoundment1",-0.0633300000000006,"After"
2017-12-22,9.93,"Upstream2",9.32333,"Impoundment1",-0.606669999999999,"After"
2017-12-23,9.53,"Upstream2",8.48,"Impoundment1",-1.05,"After"
2017-12-24,9.24333,"Upstream2",7.46667,"Impoundment1",-1.77666,"After"
2017-12-25,9.72667,"Upstream2",7.58667,"Impoundment1",-2.14,"After"
2017-12-26,10.8633,"Upstream2",10.06,"Impoundment1",-0.8033,"After"
2017-12-27,11.0167,"Upstream2",10.15,"Impoundment1",-0.8667,"After"
2017-12-28,11.0567,"Upstream2",11.1433,"Impoundment1",0.0866000000000007,"After"
2017-12-29,11.8833,"Upstream2",11.6533,"Impoundment1",-0.23,"After"
2017-12-30,11.5467,"Upstream2",11.5667,"Impoundment1",0.0200000000000014,"After"
2017-12-31,10.9,"Upstream2",11.16,"Impoundment1",0.26,"After"
2018-01-01,11.8667,"Upstream2",11.2867,"Impoundment1",-0.58,"After"
2018-01-02,12.4467,"Upstream2",12.1733,"Impoundment1",-0.273400000000001,"After"
2018-01-03,12.52,"Upstream2",12.8,"Impoundment1",0.280000000000001,"After"
2018-01-04,11.9533,"Upstream2",11.6533,"Impoundment1",-0.300000000000001,"After"
2018-01-05,12.3533,"Upstream2",12.23,"Impoundment1",-0.1233,"After"
2018-01-06,12.86,"Upstream2",12.8,"Impoundment1",-0.0599999999999987,"After"
2018-01-07,13.0967,"Upstream2",8.35333,"Impoundment1",-4.74337,"After"
2018-01-08,12.7467,"Upstream2",12.8433,"Impoundment1",0.0965999999999987,"After"
2018-01-09,11.6833,"Upstream2",12.14,"Impoundment1",0.456700000000001,"After"
2018-01-10,11.0833,"Upstream2",11.1633,"Impoundment1",0.0800000000000001,"After"
2018-01-11,11.7067,"Upstream2",11.7167,"Impoundment1",0.00999999999999979,"After"
2018-01-12,10.5633,"Upstream2",10.03,"Impoundment1",-0.533300000000001,"After"
2018-01-13,9.17333,"Upstream2",8.64,"Impoundment1",-0.533329999999999,"After"
2018-01-14,10.2367,"Upstream2",9.6,"Impoundment1",-0.636700000000001,"After"
2018-01-15,12.3967,"Upstream2",12.0933,"Impoundment1",-0.3034,"After"
2018-01-16,12.6,"Upstream2",12.7333,"Impoundment1",0.1333,"After"
2018-01-17,12.0967,"Upstream2",12.38,"Impoundment1",0.283300000000001,"After"
2018-01-18,12.6533,"Upstream2",12.5067,"Impoundment1",-0.146599999999999,"After"
2018-01-19,12.7533,"Upstream2",12.77,"Impoundment1",0.0167000000000002,"After"
2018-01-20,12.34,"Upstream2",12.1767,"Impoundment1",-0.1633,"After"
2018-01-21,11.9133,"Upstream2",12.1533,"Impoundment1",0.24,"After"
2018-01-22,11.3733,"Upstream2",11.3567,"Impoundment1",-0.0166000000000004,"After"
2018-01-23,10.24,"Upstream2",6.87333,"Impoundment1",-3.36667,"After"
2018-01-24,9.52333,"Upstream2",5.11667,"Impoundment1",-4.40666,"After"
2018-01-25,10.9833,"Upstream2",3.98667,"Impoundment1",-6.99663,"After"
2018-01-26,11.56,"Upstream2",5.89,"Impoundment1",-5.67,"After"
2018-01-27,11.2867,"Upstream2",4.45667,"Impoundment1",-6.83003,"After"
2018-01-28,9.96333,"Upstream2",0.583333,"Impoundment1",-9.379997,"After"
2018-01-29,9.45,"Upstream2",2.82333,"Impoundment1",-6.62667,"After"
2018-01-30,10.2867,"Upstream2",10.2467,"Impoundment1",-0.0399999999999991,"After"
2018-01-31,11.2633,"Upstream2",11.32,"Impoundment1",0.0567000000000011,"After"
2018-02-01,11.6233,"Upstream2",11.9133,"Impoundment1",0.289999999999999,"After"
2018-02-02,10.5933,"Upstream2",11.0267,"Impoundment1",0.433400000000001,"After"
2018-02-03,11.4467,"Upstream2",11.3267,"Impoundment1",-0.119999999999999,"After"
2018-02-04,11.3833,"Upstream2",11.8033,"Impoundment1",0.42,"After"
2018-02-05,10.9667,"Upstream2",11.0533,"Impoundment1",0.0866000000000007,"After"
2018-02-06,11.4267,"Upstream2",11.2967,"Impoundment1",-0.130000000000001,"After"
2018-02-07,10.9033,"Upstream2",10.9533,"Impoundment1",0.0500000000000007,"After"
2018-02-08,10.37,"Upstream2",10.29,"Impoundment1",-0.0800000000000001,"After"
2018-02-09,11.19,"Upstream2",10.7367,"Impoundment1",-0.453299999999999,"After"
2018-02-10,10.91,"Upstream2",10.9833,"Impoundment1",0.0732999999999997,"After"
2018-02-11,10.04,"Upstream2",9.78,"Impoundment1",-0.26,"After"
2018-02-12,9.24667,"Upstream2",8.66333,"Impoundment1",-0.58334,"After"
2018-02-13,10.0833,"Upstream2",8.77,"Impoundment1",-1.3133,"After"
2018-02-14,10.78,"Upstream2",9.95,"Impoundment1",-0.83,"After"
2018-02-15,9.87667,"Upstream2",8.63,"Impoundment1",-1.24667,"After"
2018-02-16,8.87667,"Upstream2",7.18333,"Impoundment1",-1.69334,"After"
2018-02-17,8.61667,"Upstream2",6.23,"Impoundment1",-2.38667,"After"
2018-02-18,9.67667,"Upstream2",8.76333,"Impoundment1",-0.91334,"After"
2018-02-19,9.64,"Upstream2",8.39333,"Impoundment1",-1.24667,"After"
2018-02-20,9.59667,"Upstream2",8.79667,"Impoundment1",-0.799999999999999,"After"
2018-02-21,8.71,"Upstream2",8.86,"Impoundment1",0.149999999999999,"After"
2018-02-22,8.57667,"Upstream2",7.97667,"Impoundment1",-0.6,"After"
2018-02-23,8.06,"Upstream2",7.3,"Impoundment1",-0.760000000000001,"After"
2018-02-24,8.57,"Upstream2",3.69333,"Impoundment1",-4.87667,"After"
2018-02-25,7.65,"Upstream2",0.0766667,"Impoundment1",-7.5733333,"After"
2018-02-26,7.26,"Upstream2",4.12333,"Impoundment1",-3.13667,"After"
2018-02-27,8.07333,"Upstream2",4.00667,"Impoundment1",-4.06666,"After"
2018-02-28,8.71667,"Upstream2",3.20333,"Impoundment1",-5.51334,"After"
2018-03-01,6.83667,"Upstream2",4.43333,"Impoundment1",-2.40334,"After"
2018-03-02,7.06667,"Upstream2",8.75333,"Impoundment1",1.68666,"After"
2018-03-03,8.73667,"Upstream2",8.64667,"Impoundment1",-0.0899999999999999,"After"
2018-03-04,8.41,"Upstream2",8.66667,"Impoundment1",0.25667,"After"
2018-03-05,7.95333,"Upstream2",7.59,"Impoundment1",-0.36333,"After"
2018-03-06,8.98,"Upstream2",8.14667,"Impoundment1",-0.83333,"After"
2018-03-07,7.18667,"Upstream2",9.41333,"Impoundment1",2.22666,"After"
2018-03-08,9.45333,"Upstream2",5.51,"Impoundment1",-3.94333,"After"
2018-03-09,9.82667,"Upstream2",7.47667,"Impoundment1",-2.35,"After"
2018-03-10,9.27667,"Upstream2",6.33333,"Impoundment1",-2.94334,"After"
2018-03-11,8.89,"Upstream2",5.68667,"Impoundment1",-3.20333,"After"
2018-03-12,8.28,"Upstream2",1.65,"Impoundment1",-6.63,"After"
2018-03-13,9.75333,"Upstream2",11.02,"Impoundment1",1.26667,"After"
2018-03-14,9.94667,"Upstream2",10.56,"Impoundment1",0.613330000000001,"After"
2018-03-15,10.43,"Upstream2",10.7467,"Impoundment1",0.316700000000001,"After"
2018-03-16,10.0167,"Upstream2",10.1867,"Impoundment1",0.17,"After"
2018-03-17,9.98333,"Upstream2",9.83333,"Impoundment1",-0.15,"After"
2018-03-18,9.45667,"Upstream2",7.69667,"Impoundment1",-1.76,"After"
2018-03-19,9.38,"Upstream2",7.42333,"Impoundment1",-1.95667,"After"
2018-03-20,8.77667,"Upstream2",8.82667,"Impoundment1",0.0500000000000007,"After"
2018-03-21,9.59,"Upstream2",9.32333,"Impoundment1",-0.26667,"After"
2018-03-22,10.3833,"Upstream2",10.2867,"Impoundment1",-0.0966000000000005,"After"
2018-03-23,10.4933,"Upstream2",10.51,"Impoundment1",0.0167000000000002,"After"
2018-03-24,10.7233,"Upstream2",10.6467,"Impoundment1",-0.0766000000000009,"After"
2018-03-25,10.8733,"Upstream2",10.95,"Impoundment1",0.0766999999999989,"After"
2018-03-26,9.87667,"Upstream2",10.85,"Impoundment1",0.973329999999999,"After"
2018-03-27,11.39,"Upstream2",11.3167,"Impoundment1",-0.0732999999999997,"After"
2018-03-28,11.2033,"Upstream2",11.5467,"Impoundment1",0.343399999999999,"After"
